EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on 19-06-2022
THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at https://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE IS -9999):

 01- 05 STAID  : Station identifier
 07- 46 STANAME: Station name
 48- 49 CN     : Country code (ISO3116 countrycodes)
 51- 59 LAT    : Latitude in degrees:minutes:seconds (+: North, -: South)
 61- 70 LON    : Longitude in degrees:minutes:seconds (+: East, -: West)
 72- 76 HGTH   : Station elevation in meters

STAID,STANAME                                 ,CN,      LAT,       LON,HGHT
  598,ROTTERDAM                               ,NL,+51:57:38,+004:26:48,   -4
  599,GILZE-RIJEN                             ,NL,+51:33:54,+004:56:07,   11
  600,ELL                                     ,NL,+51:11:48,+005:45:45,   30
  601,VLIELAND                                ,NL,+53:14:24,+004:55:14,    4
  602,HOEK VAN HOLLAND                        ,NL,+51:59:27,+004:07:18,   11
  603,LEEUWARDEN                              ,NL,+53:13:23,+005:45:06,    0
  604,WOENSDRECHT                             ,NL,+51:26:52,+004:20:30,   14
  653,BREST                                   ,BY,+52:07:00,+023:40:59,  146
  696,SWINOUJSCIE                             ,PL,+53:55:23,+014:14:31,    5
  701,SALO KARKKA                             ,FI,+60:22:24,+023:06:57,    3
  702,LOHJA PORLA                             ,FI,+60:14:38,+024:03:09,   37
  703,PORVOO JERNBOLE                         ,FI,+60:24:20,+025:39:32,   17
  704,PORI PORIN LENTOASEMA                   ,FI,+61:27:56,+021:47:48,   13
  705,MIETOINEN SAARI                         ,FI,+60:37:46,+021:51:29,   13
  706,TURKU TURUN LENTOASEMA                  ,FI,+60:30:55,+022:16:39,   49
  707,KOKEMAKI PEIPOHJA HYRKOLA               ,FI,+61:16:14,+022:15:07,   37
  708,JOKIOINEN JOKIOISTEN OBSERVATORIO       ,FI,+60:48:50,+023:30:02,  104
  709,HATTULA LEPAA-1                         ,FI,+61:07:37,+024:20:09,   87
  713,KANKAANPAA NIINISALO PUOLUSTUSVOIMAT    ,FI,+61:50:17,+022:28:01,  124
  714,KURU LANSI-AURE                         ,FI,+61:56:56,+023:22:36,  170
  715,VARKAUS KAPYKANGAS                      ,FI,+62:18:29,+027:50:39,   91
  716,TOHMAJARVI KEMIE                        ,FI,+62:14:06,+030:20:58,   90
  718,AHTARI MYLLYMAKI                        ,FI,+62:32:04,+024:13:14,  157
  719,ALAJARVI MOKSY-1                        ,FI,+63:03:02,+024:16:54,  202
  722,MAANINKA HALOLA                         ,FI,+63:08:35,+027:18:57,   90
  725,KAJAANI LENTOASEMA-1                    ,FI,+64:16:53,+027:40:42,  147
  726,VIEREMA KAARAKKALA                      ,FI,+63:50:26,+027:13:27,  207
  729,MUHOS KK LAITASAARI                     ,FI,+64:48:54,+025:58:59,   19
  730,VAALA PELSO                             ,FI,+64:30:03,+026:25:39,  114
  731,TAIVALKOSKI KK                          ,FI,+65:34:59,+028:15:00,  209
  732,KUUSAMO LENTOASEMA-1                    ,FI,+65:59:42,+029:13:33,  264
  733,ROVANIEMI LENTOASEMA                    ,FI,+66:33:29,+025:50:07,  195
  734,MUONIO ALAMUONIO                        ,FI,+67:58:05,+023:40:49,  254
  735,INARI IVALO LENTOASEMA                  ,FI,+68:36:25,+027:25:05,  147
  736,ABBEVILLE                               ,FR,+50:08:09,+001:50:02,   69
  737,LILLE-LESQUIN                           ,FR,+50:34:12,+003:05:51,   47
  738,CAEN-CARPIQUET                          ,FR,+49:10:48,-000:27:21,   67
  739,REIMS-PRUNAY                            ,FR,+49:12:34,+004:09:19,   95
  740,ALENCON                                 ,FR,+48:26:44,+000:06:37,  143
  742,NANTES-BOUGUENAIS                       ,FR,+47:09:00,-001:36:32,   26
  745,DIJON-LONGVIC                           ,FR,+47:16:04,+005:05:17,  219
  749,POITIERS - BIARD                        ,FR,+46:35:38,+000:18:51,  123
  750,CLERMONT-FERRAND                        ,FR,+45:47:12,+003:08:57,  331
  752,OLSZTYN                                 ,PL,+53:46:06,+020:25:17,  133
  754,CHANIA                                  ,GR,+35:30:00,+024:01:59,  151
  755,EMBRUN                                  ,FR,+44:33:56,+006:30:07,  871
  756,TARBES - OSSUN                          ,FR,+43:11:17,+000:00:00,  360
  757,NICE                                    ,FR,+43:38:56,+007:12:32,    2
  758,BASTIA                                  ,FR,+42:32:26,+009:29:07,   10
  779,SLUBICE                                 ,PL,+52:20:54,+014:37:10,   53
  784,METZ-FRESCATY                           ,FR,+49:04:23,+006:07:32,  190
  786,MONTELIMAR                              ,FR,+44:34:51,+004:43:59,   73
  789,CHIOS                                   ,GR,+38:19:59,+026:07:59,    4
  793,PTE DE LA HAGUE                         ,FR,+49:43:31,-001:56:22,    6
  812,KAHLER ASTEN (WST)                      ,DE,+51:10:54,+008:29:24,  839
  833,THESSALONIKI                            ,GR,+40:37:12,+022:57:00,   32
  834,ALEXANDROUPOLI                          ,GR,+40:51:00,+025:55:48,    3
  835,KOZANI                                  ,GR,+40:16:48,+021:49:48,  626
  836,IOANNINA                                ,GR,+39:42:00,+020:49:12,  484
  837,MITILINI                                ,GR,+39:03:36,+026:36:00,    5
  838,AGRINIO                                 ,GR,+38:37:12,+021:22:48,   25
  839,SKYROS                                  ,GR,+38:54:00,+024:33:00,   18
  840,TRIPOLI                                 ,GR,+37:31:48,+022:24:00,  652
  841,KALAMATA                                ,GR,+37:03:36,+022:00:00,   11
  842,NAXOS                                   ,GR,+37:06:00,+025:22:48,   10
  843,MILOS                                   ,GR,+36:44:24,+024:28:48,  183
  844,KYTHIRA                                 ,GR,+36:07:48,+023:01:12,  167
  845,RHODOS                                  ,GR,+36:24:00,+028:07:12,   11
  846,IERAPETRA                               ,GR,+35:00:00,+025:43:48,    0
  849,PECS POGANY                             ,HU,+46:00:20,+018:13:58,  202
  851,SZEGED                                  ,HU,+46:15:21,+020:05:25,   81
  852,DEBRECEN AIRPORT                        ,HU,+47:29:25,+021:36:38,  107
  854,BEDONIA                                 ,IT,+44:30:27,+009:37:36,  521
  855,BOBBIO                                  ,IT,+44:45:18,+009:23:03,  270
  856,BOSCO CENTRALE                          ,IT,+44:26:20,+010:02:00,  902
  859,LIGONCHIO CENTRALE                      ,IT,+44:19:00,+010:20:42,  900
  860,MONTEOMBRARO                            ,IT,+44:22:35,+011:00:30,  700
  861,MONZUNO                                 ,IT,+44:16:36,+011:16:24,  600
  862,PORRETTA TERME                          ,IT,+44:09:15,+010:58:37,  352
  922,TERESPOL                                ,PL,+52:04:42,+023:37:18,  133
  923,LESZNO                                  ,PL,+51:50:08,+016:32:04,   91
  924,WIELUN                                  ,PL,+51:12:37,+018:33:24,  199
  926,SULEJOW                                 ,PL,+51:21:11,+019:51:59,  188
  927,WLODAWA                                 ,PL,+51:33:11,+023:31:45,  177
  928,RACIBORZ                                ,PL,+50:03:39,+018:11:26,  206
  929,KRAKOW                                  ,PL,+50:04:40,+019:47:42,  237
  930,BIELSKO-BIALA                           ,PL,+49:48:25,+019:00:01,  396
  931,FLORINA                                 ,GR,+40:46:59,+021:24:00,  662
  932,NOWY SACZ                               ,PL,+49:37:37,+020:41:18,  292
  933,LESKO                                   ,PL,+49:27:59,+022:20:30,  420
  939,LAMIA                                   ,GR,+38:54:00,+022:24:00,  144
  941,TANAGRA                                 ,GR,+38:19:00,+023:31:59,  140
  942,KARASJOK-MARKANNJARGA                   ,NO,+69:27:48,+025:30:07,  131
  948,OCNA SUGATAG                            ,RO,+47:46:59,+023:55:59,  504
  951,IASI                                    ,RO,+47:10:00,+027:37:59,  102
  953,NESBYEN-TODOKK                          ,NO,+60:34:01,+009:08:00,  166
  955,SUOLOVUOPMI-LULIT                       ,NO,+69:34:46,+023:32:03,  381
  958,BALLYHAISE (AGR.COLL.)                  ,IE,+54:03:03,-007:18:36,   67
  960,BACAU                                   ,RO,+46:31:59,+026:55:00,  184
  961,MIERCUREA CIUC                          ,RO,+46:22:00,+025:43:59,  661
  962,DEVA                                    ,RO,+45:52:00,+022:54:00,  230
  963,BET DAGAN                               ,IL,+32:00:00,+034:47:58,   30
  964,BALLYSHANNON (CATHLEENS FALL)           ,IE,+54:30:00,-008:10:44,   38
  965,BELLACORRICK (MONEYNIERIN)              ,IE,+54:07:00,-009:32:48,   88
  966,BOORA                                   ,IE,+53:13:41,-007:43:51,   58
  967,TULCEA                                  ,RO,+45:10:59,+028:49:00,    4
  968,CARRICKMACROSS (DUNOGE)                 ,IE,+53:58:41,-006:45:11,   88
  969,SULINA                                  ,RO,+45:10:00,+029:43:59,    3
  970,CASEMENT AERODROME                      ,IE,+53:18:21,-006:26:20,   94
  972,ROSIORI DE VEDE                         ,RO,+44:06:00,+024:58:59,  102
  978,KOLKA                                   ,LV,+57:44:48,+022:35:22,    5
  982,SKULTE                                  ,LV,+57:18:00,+024:24:00,    9
  985,GAUJIENA                                ,LV,+57:30:00,+026:18:00,   84
  986,ALUKSNE                                 ,LV,+57:26:21,+027:02:07,  197
  988,PAVILOSTA                               ,LV,+56:54:00,+021:12:00,    9
  990,SALDUS                                  ,LV,+56:40:31,+022:30:12,  112
  991,AUCE                                    ,LV,+56:30:00,+022:54:00,  104
  993,DOBELE                                  ,LV,+56:36:00,+023:18:00,   44
  997,ZILANI                                  ,LV,+56:30:00,+025:54:00,  109
 1001,DAUGAVPILS                              ,LV,+55:56:03,+026:39:33,  125
 1007,SIAULIAI                                ,LT,+55:55:59,+023:19:00,  106
 1009,BIRZAI                                  ,LT,+56:12:00,+024:46:00,   60
 1020,LAZDIJAI                                ,LT,+54:13:59,+023:31:00,  133
 1040,ROROS                                   ,NO,+62:34:01,+011:23:00,  628
 1041,KONGSBERG IV                            ,NO,+59:39:47,+009:39:00,  168
 1042,LYNGOR FYR                              ,NO,+58:38:00,+009:09:01,    4
 1043,TVEITSUND                               ,NO,+59:01:37,+008:31:14,  252
 1044,LINDESNES FYR                           ,NO,+57:58:59,+007:02:53,   13
 1045,LISTA FYR                               ,NO,+58:06:36,+006:34:05,   14
 1046,SOLA                                    ,NO,+58:53:03,+005:38:12,    7
 1047,SAUDA                                   ,NO,+59:38:54,+006:21:47,    5
 1048,GARDERMOEN                              ,NO,+60:12:23,+011:04:49,  202
 1049,TAKLE                                   ,NO,+61:01:36,+005:23:06,   38
 1051,TAFJORD                                 ,NO,+62:14:00,+007:25:00,   15
 1052,VAERNES                                 ,NO,+63:30:00,+010:53:24,   12
 1053,RENA - HAUGEDALEN                       ,NO,+61:09:33,+011:26:33,  240
 1054,KJOBLI I SNAASA                         ,NO,+64:09:36,+012:28:12,  195
 1055,ORLAND                                  ,NO,+63:42:01,+009:36:05,   10
 1056,SKROVA FYR                              ,NO,+68:09:01,+014:39:02,   11
 1057,BARDUFOSS                               ,NO,+69:03:32,+018:32:25,   76
 1058,SIHCCAJAVRI                             ,NO,+68:45:19,+023:32:18,  382
 1059,FRUHOLMEN FYR                           ,NO,+71:05:35,+023:59:42,   13
 1060,RUSTEFJELBMA                            ,NO,+70:24:01,+028:12:01,   10
 1067,BARENсBURG                             ,RU,+78:04:00,+014:15:00,   73
 1068,TERIBERKA                               ,RU,+69:12:00,+035:07:00,   33
 1073,SVYATOJ NOS                             ,RU,+68:09:00,+039:46:00,   12
 1074,KANIN NOS                               ,RU,+68:39:00,+043:18:00,   48
 1077,KRASNOSCEL'E                            ,RU,+67:20:59,+037:03:00,  155
 1079,SOJNA                                   ,RU,+67:54:00,+044:06:00,   18
 1081,INDIGA                                  ,RU,+67:40:59,+048:40:59,    3
 1084,UMBA                                    ,RU,+66:40:59,+034:21:00,   39
 1088,UXTA KALEVALA                           ,RU,+65:13:00,+031:09:00,  118
 1089,GRIDINO                                 ,RU,+65:54:00,+034:46:00,    9
 1090,ZHIZHGIN                                ,RU,+65:12:00,+036:49:00,   26
 1093,MEZEN'                                  ,RU,+65:52:00,+044:13:00,   14
 1104,REBOLY'                                 ,RU,+63:49:59,+030:49:00,  180
 1105,PADANY'                                 ,RU,+63:16:00,+033:25:00,  130
 1109,SURA                                    ,RU,+63:34:59,+045:37:59,   62
 1118,SHENKURSK                               ,RU,+62:06:00,+042:54:00,   40
 1124,KARGOPOL'                               ,RU,+61:31:00,+038:55:59,  124
 1125,NYANDOMA                                ,RU,+61:40:00,+040:10:59,  232
 1127,VY'BORG                                 ,RU,+60:43:00,+028:43:59,   10
 1128,GOGLAND                                 ,RU,+60:04:59,+026:58:59,    6
 1136,VELIKIJ USTYUG                          ,RU,+60:46:00,+046:18:00,   94
 1139,BELOGORKA                               ,RU,+59:21:00,+030:07:59,   88
 1143,TIXVIN                                  ,RU,+59:39:00,+033:32:59,   60
 1145,GDOV                                    ,RU,+58:43:59,+027:49:59,   39
 1148,VEREB'E                                 ,RU,+58:40:59,+032:42:00,  116
 1152,STARAYA RUSSA                           ,RU,+58:01:00,+031:19:00,   24
 1157,BOLOGOE                                 ,RU,+57:54:00,+034:02:59,  186
 1158,PUSHKINSKIE GORY'                       ,RU,+57:01:00,+028:54:00,  108
 1172,KRASNAYA GORA                           ,RU,+53:01:00,+031:36:00,  147
 1173,TRUBCHEVSK                              ,RU,+52:34:59,+033:46:00,  177
 1174,BABAEVO                                 ,RU,+59:24:00,+035:55:59,  136
 1176,TOT'MA                                  ,RU,+59:52:59,+042:45:00,  134
 1177,NIKOL'SK                                ,RU,+59:31:59,+045:28:00,  142
 1178,OPARINO                                 ,RU,+59:51:00,+048:16:59,  179
 1182,KOLOGRIV                                ,RU,+58:49:00,+044:19:00,  150
 1184,RY'BINSK GMO                            ,RU,+58:06:00,+038:42:00,  104
 1189,VETLUGA                                 ,RU,+57:51:00,+045:46:00,  133
 1211,JOSHKAR-OLA                             ,RU,+56:43:00,+047:52:59,  106
 1215,MOZHAJSK                                ,RU,+55:31:00,+036:00:00,  184
 1227,KOLOMNA                                 ,RU,+55:07:59,+038:43:59,  112
 1231,LUKOYANOV                               ,RU,+55:01:59,+044:30:00,  217
 1232,POREсKOE                               ,RU,+55:10:59,+046:19:59,  136
 1236,SUXINICHI                               ,RU,+54:06:00,+035:21:00,  237
 1239,RYAZAN'                                 ,RU,+54:37:59,+039:42:00,  155
 1254,ZEMETCHINO                              ,RU,+53:28:59,+042:37:59,  131
 1264,PENZA                                   ,RU,+53:07:00,+045:01:00,  174
 1266,BEZENCHUK                               ,RU,+52:58:59,+049:25:59,   45
 1268,PONY'RI                                 ,RU,+52:19:00,+036:18:59,  247
 1280,BOGORODIсKOE-FENINO                    ,RU,+51:10:00,+037:21:00,  223
 1282,VORONEZH                                ,RU,+51:42:00,+039:13:00,  147
 1284,BALASHOV                                ,RU,+51:33:00,+043:09:00,  157
 1287,GOTNYA                                  ,RU,+50:48:00,+035:46:00,  225
 1292,URYUPINSK                               ,RU,+50:48:00,+042:00:00,  106
 1293,KALACH                                  ,RU,+50:25:00,+041:03:00,   90
 1300,VALUJKI                                 ,RU,+50:13:00,+038:06:00,  111
 1303,FROLOVO                                 ,RU,+49:48:00,+043:40:00,  118
 1307,CHERTKOVO                               ,RU,+49:22:59,+040:10:00,  145
 1312,E'L'TON                                 ,RU,+49:07:59,+046:51:00,    5
 1317,VOLSHSKIY GMO                           ,RU,+48:40:12,+044:27:00,   28
 1319,VERXNIJ BASKUNCHAK                      ,RU,+48:13:00,+046:43:59,   34
 1323,СIMLYANSK (VOLGODONSK)                 ,RU,+47:37:59,+042:07:00,   64
 1327,TAGANROG                                ,RU,+47:12:00,+038:54:00,   30
 1332,СELINA                                 ,RU,+46:33:00,+041:03:00,  112
 1335,REMONTNOE                               ,RU,+46:34:00,+043:40:00,  105
 1337,PRIMORSKO-AXTARSK                       ,RU,+46:01:59,+038:09:00,    3
 1342,E'LISTA                                 ,RU,+46:22:00,+044:19:59,  151
 1343,YASHKUL'                                ,RU,+46:10:59,+045:21:00,   -7
 1350,STAVROPOL AMSG                          ,RU,+45:07:00,+042:06:00,  451
 1355,KASPIYSKIY                              ,RU,+45:24:00,+047:24:00,  -24
 1357,ANAPA                                   ,RU,+44:52:59,+037:16:59,   30
 1363,TUAPSE                                  ,RU,+44:06:00,+039:04:00,   60
 1367,MINERAL'NY'E VODY'                      ,RU,+44:13:59,+043:04:00,  315
 1368,CLONAKILTY (AGRIC.COLL.)                ,IE,+51:37:44,-008:50:56,   79
 1369,BUDENNOVSK                              ,RU,+44:46:59,+044:07:59,  134
 1372,KISLOVODSK                              ,RU,+43:54:00,+042:43:00,  943
 1378,VLADIKAVKAZ                             ,RU,+43:01:59,+044:40:59,  702
 1379,GROZNY'J                                ,RU,+43:21:00,+045:40:59,  162
